sdg_id,title,short_description,long_description,sdg_codes,initials
khm2_2220,Let's support the youngest pupils of Battambang,LET'S SUPPORT THE YOUNGEST PUPILS OF BATTAMBANG,Z p?ÃŒsp?vku ZRS ?R by m?l bËùt dokon?en interiÃˆr MÃ_ a dodÂ·no vybavenÃŒ pro Ã»Â·ky i u?itele a zajiÃ¶t?n plat 3 u?itelek po dobu 6 m?sÃŒc?.,,
khm2_2221,Leveraging Economic Opportunity (LEO) - Program Design and Learning,LEVERAGING ECONOMIC OPPORTUNITY (LEO) - PROGRAM DESIGN AND LEARNING,"Capture, share, and disseminate knowledge on new approaches to Microenterprise development as a means to foster inclusive markets Leveraging Economic Opportunities",,
khm2_2222,Ligne en surnumÃˆraire. Impossible â€¡ supprimer. Merci de procÃˆder â€¡ l'opÃˆration,LIGNE EN SURNUMâ€_RAIRE. IMPOSSIBLE Â¿ SUPPRIMER. MERCI DE PROCâ€_DER Â¿ L'OPâ€_RATION,Ligne en surnumÃˆraire. Impossible â€¡ supprimer. Merci de procÃˆder â€¡ l'opÃˆration-,,
khm2_2223,Livelihoods for Life,LIVELIHOODS FOR LIFE,"Livelihoods for Life, providing livelihood training to young girls at a high risk of exploitation and trafficking",,
khm2_2224,Local Administration Development Program,LOCAL ADMINISTRATION DEVELOPMENT PROGRAM,#NAME?,,
khm2_2225,Log frame coaching for EIDHR partners,LOG FRAME COACHING FOR EIDHR PARTNERS,"The overall objective is to improve the application of logical frameworks as a monitoring and evaluation tool for the implementation of EU grant actions, ensuring EU grant partners improve performance of their actions.",,
khm2_2226,Logistics System Development Strategies for Cambodia,LOGISTICS SYSTEM DEVELOPMENT STRATEGIES FOR CAMBODIA,Suggesting strategic actions for development of transportation and logistics systems,,
khm2_2227,"Long-term conservation of Yellow-cheeked crested gibbon through direct law enforcement and community engagement in southern Mondulkiri, Cambodia","LONG-TERM CONSERVATION OF YELLOW-CHEEKED CRESTED GIBBON THROUGH DIRECT LAW ENFORCEMENT AND COMMUNITY ENGAGEMENT IN SOUTHERN MONDULKIRI, CAMBODIA","The purpose of this project is to have well-managed forest landscape that supports increasing wildlife populations, especially gibbons, and improving livelihoods for the people who currently live there. The following objectives and associated activities will be accomplished: (1) Protect gibbons by maintaining extensive law enforcement activities, by (a) continuing proactive law enforcement activities to protect sensitive gibbon habitat, and (b) refining the use of remote sensing and the SMART (Spatial Monitoring and Reporting Tool) software to inform adaptive management; (2) Expand and strengthen community engagement in, and support of, gibbon conservation, by (a) continued capacity building for tourism development and improved community engagement, and (b) further refinement and implementation of robust monitoring of the gibbon populations in the ecotourism area.",,
khm2_2228,"Low Cost Housing and Securing Tenure in poor communties by participatory habitat planning, Phnom Penh","LOW COST HOUSING AND SECURING TENURE IN POOR COMMUNTIES BY PARTICIPATORY HABITAT PLANNING, PHNOM PENH",Verbesserung der Wohnqualitâ€°t und Absicherung von Wohn- und Bleiberechten von Bewohner(inne)n stâ€°dtischer Armengebiete in Phnom Penh und Battambang,,
khm2_2229,"Low Cost Housing and Securing Tenure in poor communties by participatory habitat planning, Phnom Penh","LOW COST HOUSING AND SECURING TENURE IN POOR COMMUNTIES BY PARTICIPATORY HABITAT PLANNING, PHNOM PENH","Verbesserung der Wohnqualitâ€°t und Absicherung von Wohn- und Bleiberechten von Bewohner(inne)n stâ€°dtischer Armengebiete in Phnom Penh und Battambang, Kambodscha",,
khm2_2230,Low-carbon development for productivity and climate change mitigation through the Transfer of Environmentally Sound Technology (TEST) methodology,LOW-CARBON DEVELOPMENT FOR PRODUCTIVITY AND CLIMATE CHANGE MITIGATION THROUGH THE TRANSFER OF ENVIRONMENTALLY SOUND TECHNOLOGY (TEST) METHODOLOGY,GEF FOCAL AREA: Climate Change,,
khm2_2231,"Loy9: bridging support, 2014","LOY9: BRIDGING SUPPORT, 2014","The contribution conerns a bridging support to BBC Media Action in    their work to produce the TV-series, plus related media productions,  Loy9. The bridging support is motivated by administrative delays,     which most likely will require three months to solve. After that it   is Sida's intention to once again conduct implementation of Loy9 in   cooperation with UNDP.",,
khm2_2232,"LOY9: BRIDGING SUPPORT, 2014","LOY9: BRIDGING SUPPORT, 2014","The contribution conerns a bridging support to BBC Media Action in their work to produce the TV-series, plus related media productions, Loy9. The bridging support is motivated by administrative delays, which most likely will require three months to solve. After that it is Sida's intention to once again conduct implementation of Loy9 in cooperation with UNDP.",,
khm2_2233,LycÃˆe franÃÅais RenÃˆ-Descartes,LYCâ€_E FRANÂ«AIS RENâ€_-DESCARTES,AEFE - LycÃˆe franÃÅais RenÃˆ-Descartes - CAMBODGE - Gouvernement du donneur,,
khm2_2234,LycÃˆe franÃÅais RenÃˆ-Descartes,LYCâ€_E FRANÂ«AIS RENâ€_-DESCARTES,AEFE-LycÃˆe franÃÅais RenÃˆ-Descartes-Gouvernement du donneur,,
khm2_2235,LycÃˆe FranÃÅais RenÃˆ-Descartes,LYCâ€_E FRANÂ«AIS RENâ€_-DESCARTES,AEFE-LycÃˆe FranÃÅais RenÃˆ-Descartes-Cambodge-Gouvernement du donneur,,
khm2_2236,MAFF sector policy support component,MAFF SECTOR POLICY SUPPORT COMPONENT,MAFF sector policy support component,,
khm2_2237,MAG Contract Extension in Cambodia April-June 2014- Global Demining Programme,MAG CONTRACT EXTENSION IN CAMBODIA APRIL-JUNE 2014- GLOBAL DEMINING PROGRAMME,"Long after a conflict finishes, landmines and ERW continue to devastate people's lives. Around the world today, millions of people live alongside land littered by landmines, grenades, rockets and ammunition. This is a major threat to the physical safety o",,
khm2_2238,Mainstreaming Climate Change Adaption and Disaster Risk Reduction for Su,MAINSTREAMING CLIMATE CHANGE ADAPTION AND DISASTER RISK REDUCTION FOR SU,"Disaster management system, natural and social disaster management, mainstreaming CCA and DRR",,
khm2_2239,Mainstreaming Climate Change Adaption and Disaster Risk Reduction for Su,MAINSTREAMING CLIMATE CHANGE ADAPTION AND DISASTER RISK REDUCTION FOR SU,Mainstreaming Climate Change Adaption and Disaster Risk Reduction for Sustainable Development (KOICA-UNISDR Joint Training Programme),,
khm2_2240,Mainstreaming Energy Efficiency Through Business Innovation Support (MEET-BIS Cambodia),MAINSTREAMING ENERGY EFFICIENCY THROUGH BUSINESS INNOVATION SUPPORT (MEET-BIS CAMBODIA),Business based approach to promote the adoption of Energy efficient technologies amongst SMEs by developing commercially viable business innovation packages and developing partnerships.,,
khm2_2241,"Making a strategy roadmap to construct a core industrial cluster in Kampong Speu, Cambodia","MAKING A STRATEGY ROADMAP TO CONSTRUCT A CORE INDUSTRIAL CLUSTER IN KAMPONG SPEU, CAMBODIA",This project studies the macro-level changes from a micro-level perspective. It focuses the formation of a global industrial cluster in Kampong Speu to invent a model case for the country's sustainable growth through economic structural transformation,,
khm2_2242,Malta semi aggregates,MALTA SEMI AGGREGATES,NA,,
khm2_2243,Malta Semi Aggregates,MALTA SEMI AGGREGATES,NA,,
khm2_2244,Market-focused Crop and Livestock Enterprises,MARKET-FOCUSED CROP AND LIVESTOCK ENTERPRISES,"North-western Cambodia has seen an increase in the area of maize from 14,000 to 150,000 ha between 1999 and 2009. This has resulted in reduced crop diversity, declining soil fertility and erosion. Expansion of cropping has coincided with a 20 per cent increase in the cost of farm labour since 2004 resulting in transition to tractors for cultivation and planting crops. Now only 5 per cent of cattle are used as draught animals compared to the national average of 28 per cent. Despite this, cattle numbers are increasing in the region-associated with increasing demand for beef. With an ample supply of crop residues and potential for production of forages, there are opportunities for profitable beef production from cattle in the region. This project will shift the focus from subsistence-based food security interventions to sustainable food security through diversification, generation of cash income and commercialisation.",,
khm2_2245,Market-Focused Crop And Livestock Enterprises,MARKET-FOCUSED CROP AND LIVESTOCK ENTERPRISES,"North-western Cambodia has seen an increase in the area of maize from 14,000 to 150,000 ha between 1999 and 2009. This has resulted in reduced crop diversity, declining soil fertility and erosion. Expansion of cropping has coincided with a 20 per cent increase in the cost of farm labour since 2004 resulting in transition to tractors for cultivation and planting crops. Now only 5 per cent of cattle are used as draught animals compared to the national average of 28 per cent. Despite this, cattle numbers are increasing in the region-associated with increasing demand for beef. With an ample supply of crop residues and potential for production of forages, there are opportunities for profitable beef production from cattle in the region. This project will shift the focus from subsistence-based food security interventions to sustainable food security through diversification, generation of cash income and commercialisation.",,
khm2_2246,Master Plan for Railway Network Development in Cambodia,MASTER PLAN FOR RAILWAY NETWORK DEVELOPMENT IN CAMBODIA,"Estabilsh the railway master plan and feasibility study on the top priority railway, provide relevant equipments",,
khm2_2247,Master's Degree Program in Agricultural Processing and Marketing,MASTER'S DEGREE PROGRAM IN AGRICULTURAL PROCESSING AND MARKETING,To develop agricultural procesisng and marketing through sharing related technologies,,
khm2_2248,Master's Degree Program in Capacity Building of Public Administration (1,MASTER'S DEGREE PROGRAM IN CAPACITY BUILDING OF PUBLIC ADMINISTRATION (1,"Emphasis on Public Administration, Emphasis on Economic Policy, Study visits and cultural excursion",,
khm2_2249,Master's Degree Program in Convergence Science and Technology for ASEAN Government Officials,MASTER'S DEGREE PROGRAM IN CONVERGENCE SCIENCE AND TECHNOLOGY FOR ASEAN GOVERNMENT OFFICIALS,students primarily take core in the Chemical Engineering and courses concentrated on research methodology,,
khm2_2250,Master's Degree Program in Economic Policy and Development,MASTER'S DEGREE PROGRAM IN ECONOMIC POLICY AND DEVELOPMENT,"International business, international economics, world politics, thesis research",,
khm2_2251,Master's Degree Program in Finance,MASTER'S DEGREE PROGRAM IN FINANCE,"The program focuses on curriculum to strengthen analysis-ability based on mathematics, statistics, and up-to-date financial strategy.",,
khm2_2252,Master's Degree Program in Fisheries Science (14-15),MASTER'S DEGREE PROGRAM IN FISHERIES SCIENCE (14-15),"1. Fisheries Topics, Eco-friendly Finfish Culture & System Management / 2. Fish Feed Nutrition & Feed Processing Technology / 3. Fisheries Physiology, Sensory Evaluation & Statistics / 4. Newer Food Design, Computer Aided Fishing Gear Design & Practice, Biotelemetry / 5. Fisheries Trade & Management Policy, Fisheries Economics & Management / 6. Fish Reproduction, Seaweed Culture & Biotechnology / 7. Fish Disease, Seafood Safety Control, Fisheries Waste Treatment",,
khm2_2253,Master's Degree Program in Food Security and Agricultural Development,MASTER'S DEGREE PROGRAM IN FOOD SECURITY AND AGRICULTURAL DEVELOPMENT,scholarship program for food management and agricultural development strategy,,
khm2_2254,Master's Degree Program in Global e-Policy and e-Government,MASTER'S DEGREE PROGRAM IN GLOBAL E-POLICY AND E-GOVERNMENT,"Information policy, digital economy, e-Government driving policies",,
khm2_2255,Master's Degree Program in Global Health & Development,MASTER'S DEGREE PROGRAM IN GLOBAL HEALTH & DEVELOPMENT,"scholarship program for medical policy, medical service management strategy",,
khm2_2256,Master's Degree Program in Global ICT Convergence with Management and Public Policy,MASTER'S DEGREE PROGRAM IN GLOBAL ICT CONVERGENCE WITH MANAGEMENT AND PUBLIC POLICY,"Establishment of ICT masterplan, strategies and planning of ICT convergence public policy",,
khm2_2257,Master's Degree Program in Global Techno Human Resources Development (11,MASTER'S DEGREE PROGRAM IN GLOBAL TECHNO HUMAN RESOURCES DEVELOPMENT (11,"Korean Language & its culture, Advanced Human Resource Development, STI Policies and Economic Development, Research Methodology in Social Science, Seminar ( HRD trend and issue ), Mechanical & Automotive Engineering, HRD & MOT",,
khm2_2258,Master's Degree Program in International Studies : Capacity Development,MASTER'S DEGREE PROGRAM IN INTERNATIONAL STUDIES : CAPACITY DEVELOPMENT,NA,,
khm2_2259,Master's Degree Program in International Studies (Capacity Development of Women Leaders),MASTER'S DEGREE PROGRAM IN INTERNATIONAL STUDIES (CAPACITY DEVELOPMENT OF WOMEN LEADERS),"Practicum in Gender and Development, Practicum in Women's Leadership, Gender and Development etc",,
khm2_2260,Master's Degree Program in International Studies: Economic Policy & Deve,MASTER'S DEGREE PROGRAM IN INTERNATIONAL STUDIES: ECONOMIC POLICY & DEVE,#NAME?,,
khm2_2261,Master's Degree Program in International Trade and Policy,MASTER'S DEGREE PROGRAM IN INTERNATIONAL TRADE AND POLICY,Understanding of international trade and policies,,
khm2_2262,Master's Degree Program in Korean Economy and Devleopment Management,MASTER'S DEGREE PROGRAM IN KOREAN ECONOMY AND DEVLEOPMENT MANAGEMENT,1. Applied Economics/ 2. Understanding Korean Economy  /3. Introduction to Social Science Research / 4. Political Economy of Korean Development / 5. Sectoral Issues in Korean Economic Development / 6. Economic Crisis Management in Korea / 7. Korean Experiences of Aid Management from recipient Country's Perspective,,
khm2_2263,Master's Degree Program in Korean Experience of Economic Development and Economic Cooperation,MASTER'S DEGREE PROGRAM IN KOREAN EXPERIENCE OF ECONOMIC DEVELOPMENT AND ECONOMIC COOPERATION,To share economic development experice of Korea and strategies of ecomonic policy management,,
khm2_2264,Master's Degree Program in Techno-Entrepreneurship Competency based on EE&ICT Convergence,MASTER'S DEGREE PROGRAM IN TECHNO-ENTREPRENEURSHIP COMPETENCY BASED ON EE&ICT CONVERGENCE,To train participants who could have capacities for techno-entrepreneurship competency,,
khm2_2265,Master's Degree Program in Urban and Regional Development,MASTER'S DEGREE PROGRAM IN URBAN AND REGIONAL DEVELOPMENT,"Spatial Planning and Territorial Development, Issues on Contemporary Urban Planning, Climate Change and Sustatinable Development",,
khm2_2266,Master's Degree Program on Community Development Leadership 2 (14-15),MASTER'S DEGREE PROGRAM ON COMMUNITY DEVELOPMENT LEADERSHIP 2 (14-15),? National Development and Saemaul Undong,,
khm2_2267,Master's Degree Program on Community Development Leadership 3 (14-15),MASTER'S DEGREE PROGRAM ON COMMUNITY DEVELOPMENT LEADERSHIP 3 (14-15),NA,,
khm2_2268,Master's Degree Program on Community Development Leadership(1),MASTER'S DEGREE PROGRAM ON COMMUNITY DEVELOPMENT LEADERSHIP(1),"Understanding SAEMAUL spirit, Community and culture, Understanding of Korean economy , Rural development, Development administration",,
khm2_2269,Master's Degree Program on Community Development Leadership(3),MASTER'S DEGREE PROGRAM ON COMMUNITY DEVELOPMENT LEADERSHIP(3),"Regional developoment policy in Korea, Trade and economic development in developing countries and Entrepreneurship",,
khm2_2270,Master's Degree Program on Global  ICT Convergence with Management and P,MASTER'S DEGREE PROGRAM ON GLOBAL  ICT CONVERGENCE WITH MANAGEMENT AND P,"1. Prerequisite Courses / 2. ICT Basic Courses / 3. ICT Intensive Course / 4. ICT Convergence and Application / 5. ICT Specialist Program / 6. Special Lectures, Convergence Seminars, Extra- curricular activities",,
khm2_2271,Masters Degree Program in Capacity Building of Public Administration(15,MASTERS DEGREE PROGRAM IN CAPACITY BUILDING OF PUBLIC ADMINISTRATION(15,Scholarship parogram for public administration,,
khm2_2272,Masters Degree Program in Fisheries Science (15-16),MASTERS DEGREE PROGRAM IN FISHERIES SCIENCE (15-16),Scholarship program in international fisheries science,,
khm2_2273,Masters Degree Program in Global Health  Development (15-16),MASTERS DEGREE PROGRAM IN GLOBAL HEALTH  DEVELOPMENT (15-16),"scholarship program for medical policy, medical service management strategy",,
khm2_2274,Masters Degree Program in International Studies  Capacity Development,MASTERS DEGREE PROGRAM IN INTERNATIONAL STUDIES  CAPACITY DEVELOPMENT,Masters degree program for Capacity Development of Women Leaders,,
khm2_2275,Masters Degree Program in International Studies Economic Policy  Deve,MASTERS DEGREE PROGRAM IN INTERNATIONAL STUDIES ECONOMIC POLICY  DEVE,Scholarship program for economic policy and development,,
khm2_2276,Masters Degree Program on Community Development Leadership(2)(15-16),MASTERS DEGREE PROGRAM ON COMMUNITY DEVELOPMENT LEADERSHIP(2)(15-16),Masters Degree Program on Community Development Leadership,,
khm2_2277,Masters Degree Program on Community Development Leadership(3)(15-16),MASTERS DEGREE PROGRAM ON COMMUNITY DEVELOPMENT LEADERSHIP(3)(15-16),Masters Degree Program on Community Development Leadership,,
khm2_2278,"MEASURE Phase III, Demographic and Health Surveys (DHS) - Family Planning and Reproductive Health","MEASURE PHASE III, DEMOGRAPHIC AND HEALTH SURVEYS (DHS) - FAMILY PLANNING AND REPRODUCTIVE HEALTH","The purpose of MEASURE Phase III DHS is to improve the collection, analysis and presentation of data and promote better use in planning, policymaking, managing, monitoring and evaluating population, health and nutrition programs. The project seeks to increase understanding of a wide range of health issues by improving the quality and availability of data on health status and services and enhancing the ability of local organizations to collect, analyze and disseminate such information.",,
khm2_2279,"MEASURE Phase III, Demographic and Health Surveys (DHS) - Maternal and Child Health","MEASURE PHASE III, DEMOGRAPHIC AND HEALTH SURVEYS (DHS) - MATERNAL AND CHILD HEALTH","The purpose of MEASURE Phase III DHS is to improve the collection, analysis and presentation of data and promote better use in planning, policymaking, managing, monitoring and evaluating population, health and nutrition programs. The project seeks to increase understanding of a wide range of health issues by improving the quality and availability of data on health status and services and enhancing the ability of local organizations to collect, analyze and disseminate such information.",,
khm2_2280,Measures for the preservation of the temple in Angkor,MEASURES FOR THE PRESERVATION OF THE TEMPLE IN ANGKOR,Preservation of cultural heritage abroad,,
khm2_2281,"Measuring Asian Elephant Abundance And Mitigating Human-Elephant Conflict In The Core Landscape Of The Southern/Eastern Cardamom Mountains, Cambodia","MEASURING ASIAN ELEPHANT ABUNDANCE AND MITIGATING HUMAN-ELEPHANT CONFLICT IN THE CORE LANDSCAPE OF THE SOUTHERN/EASTERN CARDAMOM MOUNTAINS, CAMBODIA","This purpose of this project is to estimate the population size of Asian elephants within the southeastern Cardamom Mountains Landscape to better understand population trends and inform future monitoring programs and management responses and support communities in mitigating human-elephant conflict (HEC.) Project activities will include: 1) estimation of the elephant population through capture-mark-recapture analysis of DNA extracted from dung samples collected from hotspots; 2) reduction of HEC through supporting and equipping government-led HEC response teams and providing training to four local guarding groups; 3) support maintenance and function of three non-formal primary schools by providing teacher salaries, teaching materials, and school supplies; and 4) install a series of HEC-mitigating beehive fences in a local community and provide training on sustainable bee husbandry. This project will contribute to the stabilization and increase in the population of wild Asian elephants in Cambodia.",,
khm2_2282,"Mechanisms for policy leadership, coordination and implementation strengthened to support development and implementation of policies and programmes","MECHANISMS FOR POLICY LEADERSHIP, COORDINATION AND IMPLEMENTATION STRENGTHENED TO SUPPORT DEVELOPMENT AND IMPLEMENTATION OF POLICIES AND PROGRAMMES","Mechanisms for policy leadership, coordination and implementation strengthened to support development and implementation of policies and programmes - Outcome 1: More and better jobs for inclusive growth and improved youth employment prospects",,
khm2_2283,MEDEVAC - MEDICAL EVACUATION. Programme of humanitarian evacuations of inhabitants with health issues.,MEDEVAC - MEDICAL EVACUATION. PROGRAMME OF HUMANITARIAN EVACUATIONS OF INHABITANTS WITH HEALTH ISSUES.,MEDEVAC / Cambodia/ medical team mission,,
khm2_2284,MEDEVAC - MEDICAL EVACUATION. Programme of humanitarian evacuations of inhabitants with health issues.,MEDEVAC - MEDICAL EVACUATION. PROGRAMME OF HUMANITARIAN EVACUATIONS OF INHABITANTS WITH HEALTH ISSUES.,Mise lÃˆka?? z D?tskÃˆho kardiocentra do KambodÃ»i.,,
khm2_2285,Media Advisor to the National Election Committee (NEC): Support to Strengthening Electoral Media Coverage and Access to Media by Political Parties,MEDIA ADVISOR TO THE NATIONAL ELECTION COMMITTEE (NEC): SUPPORT TO STRENGTHENING ELECTORAL MEDIA COVERAGE AND ACCESS TO MEDIA BY POLITICAL PARTIES,Media Advisor to the National Election Committee (NEC): Support to Strengthening Electoral Media Coverage and Access to Media by Political Parties,,
khm2_2286,Medical and Cultural Volunteer work for Sister Cities in    Developing,MEDICAL AND CULTURAL VOLUNTEER WORK FOR SISTER CITIES IN    DEVELOPING,Medical and Cultural Volunteer work for Sister Cities in Developing Countries,,
khm2_2287,Medical Program,MEDICAL PROGRAM,Medical Program,,
khm2_2288,Medical team of developing countries dispatch,MEDICAL TEAM OF DEVELOPING COUNTRIES DISPATCH,We dispatch our volunteers public health care in vulnerable areas of develping countries. Our volunteers provide them with medical services and public health contribution to environment,,
khm2_2289,Medium-Voltage Sub-Transmission Expansion Project,MEDIUM-VOLTAGE SUB-TRANSMISSION EXPANSION PROJECT,NA,,
khm2_2290,Medium-Voltage Sub-Transmission Expansion Sector Project,MEDIUM-VOLTAGE SUB-TRANSMISSION EXPANSION SECTOR PROJECT,Description :. Product Type: NEW ADF,,
khm2_2291,Medium-Voltage Sub-Transmission Expansion Sector Project,MEDIUM-VOLTAGE SUB-TRANSMISSION EXPANSION SECTOR PROJECT,Medium-Voltage Sub-Transmission Expansion Sector Project,,
khm2_2292,Mekong Business Initiative: Promoting Private Sector Development,MEKONG BUSINESS INITIATIVE: PROMOTING PRIVATE SECTOR DEVELOPMENT,"Mekong Business Initiative: The Mekong Business initiative (MBI) aims to promote Private Sector Development (PSD) in Mekong countries (Cambodia, Lao PDR, Burma, and Vietnam) by promoting business formalisation, financial market functioning and knowledge management and dissemination. This initiative focuses on poverty reduction by promoting economic growth through the private sector with funds provided through the Asian Development Bank (ADB) . The expected impact of the investment is that the private sector in Cambodia, Lao PDR, Burma and Vietnam, especially Small and Medium Sized Enterprises (SMEs), benefit from regional integration and create employment as measured by gender-disaggregated data on increased (i) number of new companies registered, and (ii) employment in the private sector, both in absolute terms and as a percentage of total employment. The expected outcome is an improved business enabling environment in these countries. The total value of this multi-country investment is $13.0 million over 5 years, starting 2013-14.",,
khm2_2293,Mekong Integrated Water Resources Management,MEKONG INTEGRATED WATER RESOURCES MANAGEMENT,"The Mekong River Commission's Basket Fund (MRC) supports the implementation of Mekong River Commission (MRC) Strategic Plan 2016-2020. Funding will support: MRC to improve engagement with civil society, research institutions and private sector developers;  implementation of procedures that govern shared water use, such as: the Procedures for notification, Prior Consultation and Agreement; Procedures for Data Information and Exchange Sharing; and procedures for Water Use Monitoring; strengthening regional basin planning; strengthening the dialogue between Mekong countries on how to sustainably and equitably develop the Mekong River basin; and direct national capacity building support to better enable regional water-related cooperation. Other activity under this investment includes: contribution to Australian Water Partnership (AWP) to deliver Mekong - Australia Water Partnership Program working with Government of Laos, Cambodia and Vietnam on water resources and irrigation management; assistance to the World Bank for Mekong Integrated Water Resources Program supporting both MRC's component on transboundary and national programs; and support for Senior Water Resources Specialist and for Mekong Water Program management cost. The total value of this investment is $13.0 million over 6 years, starting 2014-15.",,
khm2_2294,Mekong regional program implementation support,MEKONG REGIONAL PROGRAM IMPLEMENTATION SUPPORT,Mekong Regional Program Implementation Support,,
khm2_2295,Mekong Regional Program Water Support Service,MEKONG REGIONAL PROGRAM WATER SUPPORT SERVICE,"The Mekong regional program implementation support initiative provides administrative support for the sectoral specialists: infrastructure; social development; economics; water resources; and health. The funding will cover: program management and technical support costs; support for in-country implementation , oversight and reporting; and the engagement of technical specialists to undertake scoping, design, monitoring and evaluation, technical input into development of thematic and country strategies; program review; development of monitoring frameworks, and other related tasks. The total value of this initiative is $10.7 million over 6 years, starting 2011-12.",,
khm2_2296,Mekong Regional Program Water Support Services,MEKONG REGIONAL PROGRAM WATER SUPPORT SERVICES,"The Mekong regional program implementation support initiative provides administrative support for the sectoral specialists: infrastructure; social development; economics; water resources; and health. The funding will cover: program management and technical support costs; support for in-country implementation , oversight and reporting; and the engagement of technical specialists to undertake scoping, design, monitoring and evaluation, technical input into development of thematic and country strategies; program review; development of monitoring frameworks, and other related tasks. The total value of this initiative is $10.7 million over 6 years, starting 2011-12.",,
khm2_2297,Mekong Regional Program: Governance Specialists,MEKONG REGIONAL PROGRAM: GOVERNANCE SPECIALISTS,"The Mekong regional program implementation support initiative provides administrative support for the sectoral specialists: infrastructure; social development; economics; water resources; and health. The funding will cover: program management and technical support costs; support for in-country implementation , oversight and reporting; and the engagement of technical specialists to undertake scoping, design, monitoring and evaluation, technical input into development of thematic and country strategies; program review; development of monitoring frameworks, and other related tasks. The total value of this initiative is $10.7 million over 6 years, starting 2011-12.",,
khm2_2298,Mekong River Commission: Roll Out Of Ewater Source,MEKONG RIVER COMMISSION: ROLL OUT OF EWATER SOURCE,"The Mekong River Commission (MRC) and modelling agencies in the MRC's Member Countries currently employ a suite of modelling systems for underpinning decision-making for water resources management, predicting and preparing for floods and droughts, and conducting impact assessments of infrastructure projects. These systems are dated, not integrated making information sharing difficult. Funding under this initiative supports the eWater Cooperative Research Council to develop a solution.  The total value of this initiative is $2.2 million over 4 years, starting 2012-13.",,
khm2_2299,"Micro and small enterprise development to achieve food security, food safety and self reliance for urban poor in Phnom Penh","MICRO AND SMALL ENTERPRISE DEVELOPMENT TO ACHIEVE FOOD SECURITY, FOOD SAFETY AND SELF RELIANCE FOR URBAN POOR IN PHNOM PENH","is to enhance the food security, food safety and nutrition security of poor and vulnerable urban and peri-urban dwellers living along Phnom Penh s river banks, through support to micro and small group enterprises that will generate income for the pur",,
khm2_2300,Microfinance,MICROFINANCE,"To provide microcredit, business training and assistance to improve agricultural output and other business for poor families in Cambodia.",,
khm2_2301,Microfinance and Small Business - Non Commercial Banking - equity,MICROFINANCE AND SMALL BUSINESS - NON COMMERCIAL BANKING - EQUITY,NA,,
khm2_2302,Mid Term Review of   Promotion of inclusive and sustainable growth in the Agricultural Sector: Fisheries and Livestock   Programme,MID TERM REVIEW OF   PROMOTION OF INCLUSIVE AND SUSTAINABLE GROWTH IN THE AGRICULTURAL SECTOR: FISHERIES AND LIVESTOCK   PROGRAMME,Externa Mid-Term Review of   Promotion of inclusive and sustainable growth in the Agricultural Sector: Fisheries and Livestock   Programme in Cambodia,,
khm2_2303,Mid Term Review of Promotion of inclusive and sustainable growth in the Agricultural Sector: Fisheries and Livestock Programme,MID TERM REVIEW OF PROMOTION OF INCLUSIVE AND SUSTAINABLE GROWTH IN THE AGRICULTURAL SECTOR: FISHERIES AND LIVESTOCK PROGRAMME,Externa Mid-Term Review of Promotion of inclusive and sustainable growth in the Agricultural Sector: Fisheries and Livestock Programme in Cambodia,,
khm2_2304,Mid Term Review of the National Programme for Sub National Democratic Development (SNDD),MID TERM REVIEW OF THE NATIONAL PROGRAMME FOR SUB NATIONAL DEMOCRATIC DEVELOPMENT (SNDD),Mid-Term Review of the National Programme for Sub-National Democratic Development (SNDD),,
khm2_2305,"MIGRA ACTION  Advocate, Monitor and Communicate to Combat Human Trafficking and Unsafe Migration in Cambodia","MIGRA ACTION  ADVOCATE, MONITOR AND COMMUNICATE TO COMBAT HUMAN TRAFFICKING AND UNSAFE MIGRATION IN CAMBODIA","The project aims to increase knowledge to recognise cases of exploitation, advocacy and communication skills to CSOs, Local Authorities, migrants and their families to raise awareness at local, national and international level. A more well prepared and equipped civil society will increase opportunities to give visibility to the real situation on the ground underling the gap of connections and circulation of information between local and national level.",,
khm2_2306,MIGRA-SAFE,MIGRA-SAFE,"Promoting safe migration for most vulnerable Cambodian migrants, particularly exposed to forced labor and sex trafficking; providing information about safe migration mechanisms and about risks connected to irregular migration through awareness campaigns and the creation of 9 Immigration Service Centers and 9 multi-stakeholder committees",,
khm2_2307,Migrations in the poor areas of Cambodia :from esploitation to opportunities,MIGRATIONS IN THE POOR AREAS OF CAMBODIA :FROM ESPLOITATION TO OPPORTUNITIES,Aims: 1) promote a process of safe migration for the protection of rights; 2) reduce vulnerability to labor exploitation and human trafficking; 3) particular attention to women heads of families who stay at home and manage remittances.,,
khm2_2308,Migrations in the poor areas of Cambodia :from esploitation to opportunities,MIGRATIONS IN THE POOR AREAS OF CAMBODIA :FROM ESPLOITATION TO OPPORTUNITIES,Aims:1) promote a process of safe migration for the protection of rights; 2) reduce vulnerability to labor exploitation and human trafficking; 3) particular attention to women heads of families who stay at home and manage remittances.,,
khm2_2309,Mine Risk Education through soccer for at-risk children residing in Cambodia,MINE RISK EDUCATION THROUGH SOCCER FOR AT-RISK CHILDREN RESIDING IN CAMBODIA,Mine Risk Education through soccer for at-risk children residing in Cambodia [through Spirit of Soccer],,
khm2_2310,Mineral Resources Exploration and GIS/Remote Sensing,MINERAL RESOURCES EXPLORATION AND GIS/REMOTE SENSING,"Lectures, Study visits, Field trip related to mineral resource",,
