sdg_id,title,short_description,long_description
khm_2225,Frame agreement with NGO (Suomen LÌ_hetysseura ry),MULTISECTOR AID FOR BASIC SOC. SERV.,Prevention of human trafficking/new. Prevention and allivieation of human traffickin
khm_2860,LAW ENFORCEMENT SEX ABUSE 6713,LAW ENFORCEMENT SEX ABUSE,
khm_4694,WGWR/SMALL ARMS MONITORING & I,PEACE BUILDING: SMALL ARMS MONITORING,
khm_3532,PROMOTION OF THE PUBLIC HEALTH SYSTEM OF THE INDIGENOUS POPULATION IN CAMBODIA,PROMOTION OF THE PUBLIC HEALTH SYSTEM OF THE INDIGENOUS POPULATION IN CA,EL PROYECTO PRETENDE DISMINUIR LA TASA DE MORTALIDAD Y DE INFECCIÌÒN POR MALARIA EN LA POBLACIÌÒN INDÌGENA DE LAS COMUNAS NHANG Y TALAO DE LA PROVINCIA DE RATANAKIRI CON LA DOTACIÌÒN DE DOS PUESTOS DE SALUD
khm_0421,Vocational Training promotion activities in the Kampong Chheuteal High School,,
khm_1192,CAMBOGIA PROGRAMMA MULTISETTORIALE ASSISTENZA ALLA REINTEGRAZIONEONERI PREVIDENZIALI E ASSICURATIVI,MULTISECTOR AID,
khm_0076,Legal and Judicial Reform,LEGAL AN JUDICIAL DEVELOPMENT,"Effective, responsive, accessible and fair justice systems promote the rule of law, including both formal and informal processes, with due consideration on the rights of the poor, women and vulnerable groups."
khm_1123,Cambodia Public Financial Management and Accountability,"Public Administration, Law, and Justice (Central government administration): 100","The Public Financial Management and Accountability Project for Cambodia aims to strengthen public financial management by strengthening: (1) the mobilization of public resources, (2) the management of public resources, (3) the management of human resources, and (4) external audit. The project has six components: (1) Revenue Management: This component will help modernize the Tax Department by strengthening core tax administration functions and improving accountability arrangements, non-tax revenue policy and administration, and oil revenue management, as a means of developing policy and strengthening institutional arrangements for transparent oil and gas revenue management; (2) Budget Formulation: This component strengthens capacity to formulate and integrate the budget; (3) Budget Execution: This component helps establish a Financial Management Information System and also strengthens procurement as well as Treasury systems and procedures; (4) Capacity Development: This component supports the internal audit function, the organizational management of the Ministry of Economy and Finance (MEF), and training; (5) Merit Based Pay Initiative: This component institutionalizes an accelerated pay enhancement program in MEF; and (6) Building the Oversight Capacity of Cambodia's National Audit Authority: This component enables the National Audit Authority to conduct effective audits and to deliver relevant and timely audit reports that are published and made available to the plint."
khm_4423,The Project for Rural Drinking Water Supply in Memot District of Kampong Cham Province,THE PROJECT FOR RURAL DRINKING WATER SUPPLY IN MEMOT DISTRICT OF KAMPONG CHAM PROVINCE,This project is to supply safe and stable drinking water by tube wells construction in 72 villages in Memot District in Kampong Cham Province.
khm_3705,REPRESENTATION RESIDENTE CTB  CAMBODIA,REPRESENTATION RESIDENTE CTB CAMBODIA,
khm_0711,AH/2005/086,LIVESTOCK,
khm_3993,STRENGTHENED DEMOCRATIC PROCESSES AND RESPECT FOR HUMAN RIGHTS,STRENGTHENED DEMOCRATIC PROCESSES & RESPECT FOR HUMAN RIGHTS,Strengthened Democratic Processes and Respect for Human Rights Democracy / Governance Democracy / Governance Human Rights 2: Democracy and good governance strengthened 2.1: Rule of law and respect for human rights of women as well as men strengthened
khm_4529,Training Program - Training and Capacity Building on Water Resources Development and Management (Cambodia),TRAINING PROGRAM - TRAINING AND CAPACITY BUILDING ON WATER RESOURCES DEVELOPMENT AND MANAGEMENT (CAMBODIA),
khm_3031,Monitoring and evaluation,MONITORING AND EVALUATION,"The Landmine Survivor Assistance Program (LSAP) will be known as the Cambodia Initiative for Disability Inclusion (CIDI) from 2010-2012 to reflect the inclusion of assistance to landmine survivors into a broader disability initiative. The goal of CIDI is to åÒimprove the quality of life of people with disabilities in Cambodia by supporting national efforts towards addressing the risks, causes and consequences of disabilityåÓ. CIDI has three program outcomes: (1) a supportive policy context which recognise, respects and promotes the rights for people with disabilities; (2) an inclusive and effective resonse to the needs and rights of people with disabilities; and (3) an improved response to those at risk fo disability or death due to weapon contamination. There are a range of activities that will contribute to the goal and outcomes including; supporting the Government of Cambodia to meet its obligations under the UN Convention on the Rights of Persons with Disabilities (CRPD); provision of funding to NGOs and Disabled Peoples Organisations (DPOs) who work with and for people with disabilities to improve their quality of life; and mine risk education and prevention activities. CIDI will work in partnership with the Ministry of Social Affairs, Veterans and Youth Rehabilitation, Cambodian DPOs, Cambodian Red Cross and other key stakeholders in the disability sector in Cambodia."
khm_2089,Fonds de dÌ©veloppement GMF : HKL - Cambodia,INFORMAL/SEMI-FORMAL FIN. INTERMED.,Development fund GMF HKL - Cambodia - Fonds de dÌ©veloppement GMF : HKL - Cambodia - -
khm_3736,Rhinoceros/Tiger Conservation,RHINOCEROS/TIGER CONSERVATION,"Conservation of Tigers, their prey, and habitat in Lombat Wildlife Sanctuary"
khm_0222,Education Systems,EDUCATION SYSTEMS,"Contribute to sustained improvements in education quality, efficiency, and equity through strengthened education policy, governance, financing, facilities, human resources, public information, and management of education services. A range of activities may target the national, regional, district, and community levels of the education system; pre-primary, primary, lower-secondary, upper secondary, and non-formal education; and public or private education. [Government of Cambodia]"
khm_2583,Improving Living Conditions of People Living with HIV-Aids and other vulnerable social Groups,IMPROVING LIVING CONDITIONS OF PEOPLE LIVING WITH HIV-AIDS AND OTHER VULNERABLE SOCIAL GROUPS,Improving Living Conditions of People Living with HIV-Aids and other vulnerable social Groups
khm_1060,Cambodia Australian Scholarships Program,CAMBODIA AUSTRALIAN SCHOLARSHIPS PROGRAM,"The Cambodia Australian Scholarships Program aims to improve human resource capacity in Cambodia consistent with the sectoral, regional, trans boundary and emerging priorities of the Cambodia-Australia development cooperation program and the broader bilateral relationship. The scholarship program will: provide individuals with the competencies and capabilities that will enable them to contribute to CambodiaÛªs development using their new knowledge effectively; help address the human resource needs of Cambodian institutions; and enhance mutual understanding and contribute to linkages between individuals in Australia and Cambodia and within the region. The total cost of this initiative is $4.4 million over 6 years, starting 2007-08."
khm_3351,PRIMARY EDUCATION,EARLY CHILDHOOD EDUCATION,
khm_0956,Basic Education - Education Systems,BASIC EDUCATION - EDUCATION SYSTEMS,"Basic Education - Contribute to sustained improvements in education quality, efficiency, and equity through strengthened education policy, governance, financing, facilities, human resources, public information, and management of education services. A range of activities may target the national, regional, district, and community levels of the education system; pre-primary, primary, lower-secondary, upper secondary, and non-formal education; and public or private education. [through U.S. Government - U.S. Agency for International Development]"
khm_3109,"National Poultry Pathology refresher Training in Sihanouk Province, Cambodia","NATIONAL POULTRY PATHOLOGY REFRESHER TRAINING IN SIHANOUK PROVINCE, CAMBODIA",APHIS sponsored a one week refresher on veterinary pathology to prepare Cambodian veterinarians to be fully capable to perform necropsy and differentiate between poultry diseases which in turn will assist Cambodians indiffereniateion of poultry diseases.. From 07/10/2010 to 07/17/2010.
khm_2228,Frame agreement with NGO (Suomen LÌ_hetysseura ry),RURAL DEVELOPMENT,"WDO Wholistic Development Project. Small groups, especially women groups, s are taught to plan, impliment and eavaluate development projects. Sanitation, basic health knowledge, clean water, small income generating projects, literature."
khm_0265,Improved feeding systems for more efficient beef cattle production in Cambodia,IMPROVED FEEDING SYSTEMS FOR MORE EFFICIENT BEEF CATTLE PRODUCTION IN CAMBODIA,
khm_3723,Restoration of Archaeological Objects,CULTURE AND RECREATION,"Restoration of Archaeological Objects found at the Excavation of Prohear at Memot-Centre - Phnom Penh, Cambodia"
khm_3329,"PRESERVATION OF ANCIENT BOOKS AND MANUSCRIPTS, NATIONAL LIBRARY OF CAMBODIA","PRESERVATION OF ANCIENT BOOKS & MANUSCRIPTS, NATIONAL LIBRARY","Preservation of Ancient Books and Manuscripts, National Library of Cambodia"
khm_3509,Promoting Transitional Justice in Cambodia,PROMOTING TRANSITIONAL JUSTICE IN CAMBODIA,"The specific objective of the program is to strengthen the role of local civil society in promoting accountability and human rights in Cambodia, mainly the rights of victims to an effective remedy, to reparations and to truth. This will be achieved through a special focus on the development of transitional justice strategies in the country and the strengthening of the work done by the Extraordinary Chambers in the Courts of Cambodia (ECCC). This objective will be met by focusing on three specific outcomes: Strengthening the capacity of local civil society to advocate for, influence, and support effective transitional justice mechanisms. Strengthening the technical skills of the ECCC and justice sector officials to implement sound transitional justice policies. Activities and Outputs: Measure 1: Strengthening the capacity of local civil society to advocate for, influence, and support effective transitional justice mechanisms. Deploy an in country expert, supported by headquarters-based ICTJ staff and experts providing technical expertise and materials. The expert will give ongoing advice and mentoring to local NGOs on the development of transitional justice strategies. Organize face-to-face training through a TJ åÒEssentials CourseåÓ for 30 civil society selected participants. This component will be implemented through a subcontract with the Cambodian Human Rights Action Committee (a coalition of human rights NGOs), in close coordination with the ECCC itself (particularly the victimsåÕ unit). Provide participants with a package of resource materials on transitional justice. Create a network of Transitional Justice experts in Cambodia. These trainees will be encouraged to remain in contact with each other after the face to face training by organizing meetings and informal discussion groups. They will also be encouraged to enter into contact with their counterparts in other countries through the contact facilitated by the ICTJ, joining a network of civil society actors working on transitional justice within the region and globally. Measure 2: Strengthening the technical skills of the ECCC and justice sector officials to implement sound transitional justice policies. Mentor a network of local NGOs who are monitoring the ECCC to ensure that transitional justice principles are incorporated into public analysis of the ECCCåÕs work. Through the CSDåÕs Courtwatch project and the soon to be established CHRAC working group on monitoring the ECCC, hold regular meetings with the main NGOs working on ECCC issues to foster an active network of monitors, sharing practical techniques and information, as well as ensuring the greatest coordination between efforts. Work with local and international monitors to ensure that evaluation of the ECCCåÕs progress encompasses both compliance with international fair trial standards, as well as broader transitional justice factors such as public legitimacy, transparency and transformative effects on the prevailing culture of impuni"
khm_3888,Sixth DIPECHO Action Plan for South East Asia,SIXTH DIPECHO ACTION PLAN FOR SOUTH EAST ASIA,Support to Implementation of Hyogo Framework for Action through Mainstreaming of Disaster Risk Reduction into Development Planning and Implementation: Advocacy and pilot project implementation in Education Sector - Phase II
khm_1867,"Educational Assistance for the Marginalised in Pray Veng, Cambodia","EDUCATIONAL ASSISTANCE FOR THE MARGINALISED IN PRAY VENG, CAMBODIA",Organizing volunteers and provide land for construction Monitoring construction
khm_2946,Medical education/training,MEDICAL EDUCATION/TRAINING,Medizinische Aus- und Fortbildung
khm_1569,Culture Based Fisheries Development in Laos,CULTURE BASED FISHERIES DEVELOPMENT IN LAOS,"Development of culture-based fisheries (CBF) can increase food fish production and improve rural community well-being by most countries in Asia, and also globally to increase inland fish production. CBF is attractive as it is low-cost, mobilises dry land farming communities (e.g. rice farmers) to use existing water bodies for the secondary purpose of food fish production, and when adopted, CBF brings about communal harmony and synergies within farming communities. The strategies to optimise benefits from CBF, however, vary in detail from country to country and across climatic regimes. This project, working in Laos and Cambodia, will develop a suite of BMPs, which will be applicable and adoptable to water bodies that are suitable for CBF activities, and a related dissemination package(s) to be used by governments and NGOs. (FIS/2011/013)"
khm_3805,Scaling up sustainable conservation through ecotourism and community-based monitoring,SCALING UP SUSTAINABLE CONSERVATION THROUGH ECOTOURISM AND COMMUNITY-BASED MONITORING,Scaling up sustainable conservation through ecotourism and community-based monitoring
khm_1921,Energy Sector - Definitional Mission,ENERGY SECTOR - DEFINITIONAL MISSION,"Energy Sector - Definitional Mission. [Firm: Intratech, Inc.]"
khm_4284,The Forest Restoration and Establishment of forest Research Facilities i,THE FOREST RESTORATION AND ESTABLISHMENT OF FOREST RESEARCH FACILITIES I,"Construction of scentific reaserch facilities for forest, restoration of green techniques, support of apparatus anf materials for study etc."
khm_1934,Enhancing management capacity in the hospital sector,ENHANCING MANAGEMENT CAPACITY IN THE HOSPITAL SECTOR,Enhancing management capacity in the hospital sector
khm_4012,Strengthening Democracy and Electoral Processes,STRENGTHENING DEMOCRACY AND ELECTORAL PROCESSES,"The proposed three-year project aims to support Cambodia in conducting free, fair, transparent and sustainable elections, and promote the development of a culture of democracy by and for Cambodians through civic engagement initiatives. Moving beyond eveng"
khm_2980,MINE ACTION IN CAMBODIA - LANDMINE CLEARING FOR RESULTS PROJECT,MINE ACTION IN CAMBODIA - LANDMINE CLEARING FOR RESULTS PROJECT,"PROJECT DESCRIPTION: LANDMINE CLEARING FOR RESULTS PROJECT WILL SUPPORT MINE CLEARANCE ACTIVITIES THROUGHOUT CAMBODIA, TAKING INTO ACCOUNT LESSONS LEARNED AND GUIDED BY THE FINDINGS AND RECOMMENDATIONS OF THE JOINT DONOR EVALUATION OF MINE ACTION IN CAMBODIA. THE ACTIVITIES THAT WILL BE SUPPORTED WILL BE THOSE THAT ARE INCLUDED AMONG PRIORITIES FOR DEMINING ESTABLISHED AT THE PROVINCIAL LEVEL BY THE PROVINCIAL MINE ACTION COMMITTEES (PMAC) THROUGH A BOTTOM-UP PARTICIPATORY PROCESS. COMPETITIVE BIDDING IN PHASE 2, SUPERVISED BY INDEPENDENT, EXPERT QUALITY CONTROL AGENTS, WILL PROMOTE COST-EFFICIENCY AND TRANSPARENCY.EXPECTED IMPACT: INCREASED AND EQUITABLE ACCESS TO AND UTILIZATION OF LAND, NATURAL RESOURCES, MARKETS, AND BASIC SERVICES TO IMPROVE LIVELIHOODS OF MEN AND WOMEN.EXPECTED OUTCOMES: -IMPROVED MECHANISMS FOR FUNDING MINE CLEARANCE THAT PROMOTE EFFICIENCY, ACCOUNTABILITY, AND THE TARGETING OF MINE CLEARANCE RESOURCES ON DEVELOPMENT PRIORITIES ESTABLISHED AT NATIONAL, PROVINCIAL AND LOCAL LEVELS. (PHASE 1: RE-ENGINEER MINE ACTION SECTOR, PHASE 2: INTRODUCTION OF COMPETITIVE BIDDING PROCESS) -STRENGTHENED CAPACITIES FOR MINE ACTION POLICY-MAKING, STRATEGY FORMULATION AND PRIORITIZATION OF MINE CLEARANCE TASKS IN ACCORDANCE WITH DEVELOPMENT PRIORITIES ESTABLISHED AT PROVINCIAL AND LOCAL LEVELS. -CONTAMINATED LAND (DESIGNATED AS HIGH PRIORITY) CLEARED AS PER PRIORITIZATION AND PLANNING PROCESSES OF RGC (PMACS AND MAPUS).EXPECTED OUTPUTS: -ESTABLISHING AND OPERATING THE NEW DEMINING FUND UNDER INTERNATIONAL PROFESSIONAL MANAGEMENT TO (1) IMPLEMENT A RESULT-BASED APPROACH AND (2) INTRODUCE A COMPETITIVE BIDDING PROCESS -DEVELOPING AND IMPLEMENTING A STRATEGY FOR THE MOBILIZATION OF RESOURCES FROM LIKE-MINDED DONORS FOR RESULTS-BASED DEMINING WORK -ENSURING QUALITY CONTROL IN OPERATOR PERFORMANCE BY PROVIDING INDEPENDENT PROFESSIONAL SUPERVISION SERVICES AND BUILDING CMAA'S QUALITY ASSURANCE/ MONITORING CAPACITY -ALLOCATING RESOURCES ON THE BASIS OF PROVINCIAL PRIORITIES -ESTABLISHING SOCIO-ECONOMIC PRIORITIZATION PROCESSES FOR MINE ACTION ACTIVITIES AND TRACKING THE DEVELOPMENT IMPACTS OF DECONTAMINATION -ESTABLISHING A CONSULTING FACILITY TO PROVIDE INDEPENDENT EXPERT ADVICE AND STRATEGIC ANALYSES TO CMAA AND THE MINE ACTION TWG -FACILITATING RE-STRUCTURING, CAPACITY DEVELOPMENT AND TRAINING AT THE CMAA, WITH A PARTICULAR FOCUS ON THE DEPARTMENTS OF (1) SOCIO-ECONOMIC PLANNING AND DATABASE, AND (2) REGULATION AND MONITORING. -ESTABLISHING PROCESSES TO ENSURE THAT ALL DEMINING PROGRAMS AND ACTIVITIES BUILD IN GENDER-SENSITIVE PRINCIPLES AND PRACTICES BASED ON THE UN GENDER GUIDELINES FOR MINE ACTION PROGRAMMES (2005)GENDER EQUALITY MEASURES: THE PROJECT WILL PROMOTE A GENDER-SENSITIVE APPROACH TO MINE ACTION, IN LINE WITH THE RECENTLY DEVELOPED UN GUIDELINES ON GENDER IN MINE ACTION. IT HAS BEEN AGREED THAT THE WORLD VISION INTEGRATED DEMINING PROJECT WILL TAKE THE LEAD FOR THE INTRODUCTION OF A GENDER-SENSITIVE APPROACH INTO MINE ACTION PLANNING AND MONITORING, WORKING DIRECTLY WITH THE KEY NATIONAL AND SUB-NATIONAL STAKEHOLDERS. WORLD VISION WILL WORK DIRECTLY WITH THE MINE ACTION PLANNING UNITS ON THE INTEGRATION OF GENDER CRITERIA/INDICATORS IN THE PLANNING PROCESS, WHICH ONCE DEFINED, WILL ALSO BE MONITORED BY THE UNDP AND THE CAMBODIA MINE ACTION AND VICTIM ASSISTANCE AUTHORITY (CMAA). THIS APPROACH REFLECTS AN EFFECTIVE DIVISION OF LABOUR AND WILL ENSURE MAXIMUM COMPLEMENTARITY BETWEEN DISCRETE INITIATIVES IN THE SECTOR. THE WORLD VISION ANALYSIS WILL BE INCORPORATED INTO THIS PROJECT.COUNTRIES: CAMBODIA (100%) SECTORS: 015250 (80%), 031130 (20%) THEMES: POVERTY REDUCTION, PEACE AND SECURITY, SMALL ARMS"
khm_3677,Rehabilitation of the Railway in Cambodia Prjoect,REHABILITATION OF THE RAILWAY IN CAMBODIA PRJOECT,Rehabilitation of southern railway (254km from Sihanoukville to Phnom Penh) and northern railway (388 km from Phnom Penh to Poipet on Thai border)
khm_3834,SECONDARY ENGLISH TEACHING PROJECT,SECONDARY EDUCATION,Sustainable systems that lead to continued change in the management of education and the quality of teaching and learning implemented (particularly of English) in secondary schools
khm_2368,HEAD OF MISSION FUND: CAMBODIA / HOMF: CAMBODIA,HEAD OF MISSION FUND,
khm_0437,,CAMBODIA ORAL INTEGRATED RURAL DEV PROJ,"2003/2004 ALWS ANNUAL DEVELOPMENT PLAN (ADPLAN) TOTAL ACQUITTED- $144,631 - INCLUDES $7,328 OVER PROGRAMMING 1.0 GENERAL ADPLAN INFORMATION 1.1 ADPLAN TITLE, LOCATION AND TIMING PROGRAM NAME ORAL-INTEGRATED RURAL DEVELOPMENT THROUGH EMPOWERMENT PROJECT (ORAL-IRDEP) COUNTRY/ REGION/ PROVINCE/ SPECIFIC LOCATION CAMBODIA/ KAMPONG SPEU PROVINCE/ ORAL DISTRICT PROGRAM TIMING- START-UP DATEEXPECTED FINISH DATE ADPLAN DURATION 1 JANUARY 2003 31 MAY 20061 JULY 2003 - 30 JUNE 2004 1.2 AGENCY DETAILS SPONSORING AUSTRALIAN NGO NAME-PRINCIPAL CONTRACT OFFICER- TELEPHONE NUMBER- FAX NUMBER- EMAIL ADDRESS- AUSTRALIAN LUTHERAN WORLD SERVICEPETER SCHIRMER(02) 6021 5329(02) 6021 4504ALWS@ALBURY.NET.AU DELIVERY ORGANIZATION(S) IN RECIPIENT COUNTRY (OR COUNTRIES) LUTHERAN WORLD FEDERATION CAMBODIA PROGRAM 1.3 REQUEST TO AUSAID TOTAL FUND REQUESTED FROM AUSAID AUD137,303"
khm_4202,Supporting free information flow and networking of local initiatives by comunity.based media to strenghten civil society by building community voices,SUPPORTING FREE INFORMATION FLOW AND NETWORKING OF LOCAL INITIATIVES BY COMUNITY.BASED MEDIA TO STRENGHTEN CIVIL SOCIETY BY BUILDING COMMUNITY VOICES,Supporting free information flow and networking of local initiatives by comunity.based media to strenghten civil society by building community voices
khm_0970,Beatriz Puerta Santos - Grants UN 2011 extension - UNESCO Camboya,BEATRIZ PUERTA SANTOS - GRANTS UN 2011 EXTENSION - UNESCO CAMBOYA,Beatriz Puerta Santos - Becas ONU 2011 prÌ_rrogas - UNESCO Camboya
khm_1528,CORE-FUNDING LICADHO TO SUPPOR,HR: CORE-FUNDING,Core-funding LICADHO To support the operations of LICADHO in the protection of human rights in Cambodia
khm_4314,The Project for Constructing a Men's Dormitory at Prey Veng Regional Teacher Training Center,THE PROJECT FOR CONSTRUCTING A MEN'S DORMITORY AT PREY VENG REGIONAL TEACHER TRAINING CENTER,"This projects constructs a dormitory with 5 rooms, a bathing water room and a , and a buiding 2 restroom buildings, and provides equipment for the dormitory."
khm_4583,UNDP/CMAC MECHANICAL DEMINING,PEACE BUILDING: FINNISH MECHANICAL MINE CLEARANCE,
khm_3078,"Multi-year Training Program for Road Maintenance, Cambodia","MULTI-YEAR TRAINING PROGRAM FOR ROAD MAINTENANCE, CAMBODIA","Lecture and Practice, Study Visit, Group discussion and presentation on country report to introduce KoreaÛªs vocational training policy and advanced methodology and to transfer various skills and know-how related to establishing policies and systems for Laos to participants who engaged in vocational training field"
khm_0390,Strengthening the health sector,STRENGTHENING THE HEALTH SECTOR,Strengthening the health sector
khm_2534,IMPROVED REPRODUCTIVE AND CHILD HEALTH,BASIC HEALTH CARE: IMPROVE REPRODUCTIVE AND CHILD HEALTH,Improved Reproductive and Child Health Population/Health/Nutrition CHS - Primary Causes Morbidity/Mortality Policy Analysis and Systens Strengthening/Child Health Services 4: World's population stabilized and human health protected 4.2: Infant and child health and nutrition improved and infant and child mortality reduced
khm_0230,Fighting Impunity in Cases of Sexual Violence,FIGHTING IMPUNITY IN CASES OF SEXUAL VIOLENCE,Fighting Impunity in Cases of Sexual Violence
khm_2011,extra income generation by suburb agricultural infrastructure,EXTRA INCOME GENERATION BY SUBURB AGRICULTURAL INFRASTRUCTURE,Make model the irrigation facilities such as land consolidation of advanced agricultural ditch
khm_0246,HAARP Cambodia,HAARP CAMBODIA,"This regional HIV/AIDS initiative follows on from the Asia Regional HIV/AIDS Project (ARHP). Both ARHP and HAARP are focused on the prevention of HIV transmission associated with injecting drug use. The mid term review of ARHP noted the success of the project's systematic approach to HIV harm reduction and technical excellence in local level implementation of effective approaches. However, it was noted that the project structure did not lend itself well to pursuing regional objectives while managing a large array of country-specific activities.HAARP comprises two layers of activity focused on HIV and drug use - first, at the national level in five countries, and second, at the regional level. The intention is to support locally-specific, technically sound harm reduction responses to HIV risk associated with drug use as part of national HIV programs."
khm_2712,jobs for orphans in Angkor,,
khm_1723,Dispatch of Volunteers,DISPATCH OF VOLUNTEERS,Integrated rural development projects
khm_3041,Monks and Nuns HIV Project in affected Communities,MONKS AND NUNS HIV PROJECT IN AFFECTED COMMUNITIES,Monks and Nuns HIV Project in affected Communities
khm_1801,EC General Budget Support for Cambodia,EC GENERAL BUDGET SUPPORT FOR CAMBODIA,"General budget support directly to the Cambodian budget, in the context of shared multi-donor programme (PRGO), based on shared monitoring framework (JMIs) with increasingly performance-based disbursements."
khm_0987,BIO - Fonds de DÌ©veloppement - GMF Sathapana (CEB) - Cambodge,BIO - FONDS DE DÌäVELOPPEMENT - GMF SATHAPANA (CEB) - CAMBODGE,BIO - Fonds de DÌ©veloppement - GMF Sathapana (CEB) - Cambodge
khm_4503,TRAINING FACILITY,TRAINING FACILITY,"Background: Het idee voor dit project is ontstaan tijdens de programmatiezending van november 1999 en is opgenomen in de Gemengde Commissie van 29 mei 2001. Target Group: Officiele Cambodjaanse instellingen en het personeel van die instellingen. General Purpose: Capaciteitsopbouw en institutionele ondersteuning voor sociaal-economische ontwikkeling. Specific purpose: Capaciteitsontwikkeling van Cambodjanen door hun deelname aan studiebeurzen, opleidingen, workshops, seminaries, conferenties en programma's 'op maat' te vergemakkelijken. Expected results: Een efficiÌÇnt mechanisme opzetten voor het bevorderen van opleidingen.De geselecteerde kabndidaten hebben met succes deelgenomen aan de opleidingen.De kennis en de vaardigheden die verworven werden tijdens de opleiding worden effectief toegepast en vermenigvuldigd."
khm_1132,Cambodia Rural Livelihoods and Natural Resources Research Programme,CAMBODIA RURAL LIVELIHOODS AND NATURAL RESOURCES RESEARCH PROGRAMME,"Cambodia is one of the least developed countries in Southeast Asia, with a large poor rural population dependent on natural resources for food and income. Over the past several years, the country has introduced extensive legislation related to the management of natural resources. On paper, the role of local communities in resource management has been strengthened and national programs for community forestry and fisheries have been initiated. However, capacity for implementing the new policies is limited. Capacity for relevant research is also limited. This grant will support a new initiative called the Cambodia Rural Livelihoods and Natural Resources Research Programme that aims to build capacity for implementing the new policies. Essentially a community of practice, the Programme is made up of staff from several government agencies and nongovernmental organizations involved in community-based natural resource management (CBNRM) projects in the area of forestry, fisheries, coastal resources and protected areas. Research support will be provided by a team based in the Cambodia CBNRM Learning Institute."
khm_2454,Humanitarian demining in Cambodia,HUMANITARIAN DEMINING IN CAMBODIA,Demining in order to provide land for reassessment of refugees and improvement economic development
khm_2088,Fonds de dÌ©veloppement : Prasac (sans titre) - Cambodia,FONDS DE DÌäVELOPPEMENT : PRASAC (SANS TITRE) - CAMBODIA,Development fund : Prasac (sans titre) - Cambodia - Fonds de dÌ©veloppement : Prasac (sans titre) - Cambodia - -
khm_1583,Danmission - Pulje vedr. Innovative Partnerskaber 2014-2016,DANMISSION - PULJE VEDR. INNOVATIVE PARTNERSKABER 2014-2016,Its our forest too: Engagement of vulnerable communities in peaceful dialogue for forest protection in Cambodia
khm_1265,CCJAP III Implementation,CCJAP III IMPLEMENTATION,"AusAID has been providing support to the Criminal Justice sector in Cambodia since 1997, when the first phase of the Cambodia Criminal Justice Assistance Project (CCJAP I) commenced.It subsequently provided a second phase of support (CCJAP II) which started in 2002 and is due for completion in early 2007. Australia has supported a range of other initiatives, including: non-government agencies working on child protection and community safety issues; a regional project to prevent trafficking in people; initiatives delivered directly by other agencies such as the Australian Federal Police (e.g. Trans-national Crime Unit), the Attorney GeneralåÕs Office (e.g. Counter-terrorism legislation) and the Department of Immigration and Multicultural Affairs (e.g. Border Protection); and the Australian Youth Ambassadors scheme and the provision of educational scholarships. Building on the success of earlier interventions, CCJAP III (2007-2011) aims to contribute to a prosperous, safe and secure environment in Cambodia. The purpose of the Project is to provide equitable access to a high standard of justice, with a particular focus on the needs of juveniles and other vulnerable groups. CCJAP III will support the strategic objectives of the Royal Government of CambodiaåÕs Legal and Judicial Reform Strategy, to: improve the protection of personal rights and freedoms; enhance quality of legal processes and related services;and strengthen Legal and Judicial sector institutions to fulfill their mandates."
khm_0106,??? ??,BASIC DRINKING WATER SUPPLY AND BASIC SANITATION,water supply and sanitation
khm_2819,LABOUR MARKETS IN THAILAND AND THE SOUTHEAST ASIAN,LABOUR MARKETS IN THAILAND AND THE SOUTHEAST ASIAN,
khm_4599,UNTERSTUETZUNG DER VERWALTUNGSREFORM / DEZENTRALISIERUNG,GOVERNMENT ADMINISTRATION,
khm_3983,Street Child protection and income generating activities for mothers,STREET CHILD PROTECTION AND INCOME GENERATING ACTIVITIES FOR MOTHERS,"The project aims to improve medical, psychological and legal assistance to street children victims of abuse, their reintegration in their families of origin or in a foster, the support for families through programs of production and sale of handicrafts"
khm_3971,Stat Project NIS 2012 - 2015 SCB Technical Assistance,STAT PROJECT NIS 2012 - 2015 SCB TECHNICAL ASSISTANCE,"Sida is financing capacity development at the National Institute of Statistics through Statistics Sweden. The overall objective is to combat poverty and monitor development by providing relevant and easily accessible data and analysis, in particular trend-data of good quality."
khm_1423,COMMUNITY BASED MANGROVE MANAGEMENT (CAMBODIA) II,EMPLOYMENT: COMMUNITY BASED MANGROVE MANAGEMENT,
khm_3624,RÌ©adaptation ÌÊ base communautaire,BASIC HEALTH CARE,"ONG CONSORT. Handicap International Belgique - HIB - programme 2008-2010 / OSS 3 c - RÌ©adaptation ÌÊ base communautaire - - Les PSH, dans les rÌ©gions d'intervention pour l'OSS 3, rÌ©alisent leur potentiel en tant que personnes sur une base d'Ì©galitÌ© avec leurs concitoyens."
